"caption","commentsCount","likesCount","ownerUsername","timestamp","type","url","videoDuration","videoPlayCount","videoUrl","videoViewCount","allTaggedUsernames","allMentions","allHashtags"
"Die US-Wahl am 5. November dürfte knapp ausgehen. Das hat wohl auch Auswirkungen auf die Wahlbeteiligung, wie der stark umkämpfte US-Bundesstaat Georgia zeigt. Dort haben am ersten Tag der vorzeitigen Stimmabgabe den Behörden zufolge mehr als 300.000 Menschen ihre Stimme abgegeben. Dem stellvertretenden Wahlleiter des Bundesstaates, Gabriel Sterling, zufolge lag der letzte Rekord für einen ersten Wahltag bei 136.000 Stimmen im Jahr 2020. 

Die vorzeitige Stimmabgabe per Briefwahl oder durch persönliches Erscheinen in bereits geöffneten Wahllokalen hat bereits in mehreren Bundesstaaten begonnen. Laut dem Election Lab der University of Florida haben jetzt schon mehr als 5,8 Millionen Menschen diese Möglichkeit genutzt, um etwa lange Schlangen am Wahltag zu vermeiden. 

Mit Spannung blicken die Wähler:innen dabei auf die besonders umkämpften sogenannten Swing States, in denen sich die Wahl entscheiden dürfte. Georgia gehörte zu den Bundesstaaten, die für den Wahlausgang 2020 eine Schlüsselrolle spielten. Der Demokrat Joe Biden gewann in dem Bundesstaat damals mit etwa 12.000 Stimmen Vorsprung. 

Am ersten Tag der vorgezogenen Stimmabgabe sorgt in Georgia zudem ein Gerichtsurteil für Furore: Ein Richter hat eine umstrittene Wahlregel zur manuellen Auszählung aller Stimmzettel vorläufig außer Kraft gesetzt. Demnach hätten alle Stimmen zusätzlich zu der Erfassung durch Wahlmaschinen von Wahlhelfer:innen ausgezählt werden müssen. Die Regelung war am 20. September von der Wahlaufsichtsbehörde des Bundesstaates mit einer 3:2-Mehrheit beschlossen worden, wobei die Mehrheit von drei Verbündeten des republikanischen Präsidentschaftskandidaten Donald Trump gestellt wurde. 

#tagesschau #nachrichten #USWahl #Trump #Harris #Georgia",837,120623,"tagesschau","2024-10-16T07:48:23.000Z","Sidecar","https://www.instagram.com/p/DBLV0XkIdRS/",NA,NA,"",NA,"","","tagesschau,nachrichten,USWahl,Trump,Harris,Georgia"
"Schulfernsehen läuft bei Begum TV in Dauerschleife, denn der Sender hat heimlich das gesamte Schulkurrikulum der höheren Stufen aufgenommen. Mit einfachsten Mitteln. Damit Mädchen, die nicht mehr zur Schule dürfen, sich weiterbilden können. Von Sprachunterricht über Physik, über Biologie und Mathematik wird alles gelehrt.

#tv #begumtv #nachrichten #tagesschau",216,23428,"tagesschau","2024-10-15T14:30:40.000Z","Video","https://www.instagram.com/p/DBJe9oYoFyD/",54.366,1049731,"https://instagram.fcgh14-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNXZJishLAR2czzb7eCBr9OPqTcUG5eS4IlOo3kamClgyHx6bNlrGLRpK6Y7FnSCRfeddRORTZ-XL881UAYt_Yp17q8pAyugh43tas.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=105&vs=952390356728343_1344763684&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82MjRGODEzOUIxRTQ0MTQxMzQ2MjlGQzAzQTFBOTQ4N192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dEREJtaHZGX1pwVi1fa0JBS0hQeS03cEVrNHVicV9FQUFBRhUCAsgBACgAGAAbABUAACacuqjwtNSGQBUCKAJDMywXQEsu2RaHKwIYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=3044725303&ccb=9-4&oh=00_AYCgjn_HO778MtSNHJtQhGE1a3ZAZ85wGP2N5FN5mWOHDg&oe=677334AD&_nc_sid=10d13b",267821,"","","tv,begumtv,nachrichten,tagesschau"
"Angesichts der weltweiten Empörung über die Zustände im Gazastreifen versucht die US-Regierung nun einen schwierigen Balanceakt: Einerseits betont Washington immer wieder sein sicherheitspolitisches Engagement und Israels Recht auf Selbstverteidigung. Israel erhält umfassende militärische und nachrichtendienstliche Unterstützung. Andererseits steht die US-Regierung unter Druck. 

Das US-Ultimatum: Sollte sich die Situation für die Menschen in dem abgeriegelten Küstenstreifen nicht innerhalb von 30 Tagen spürbar verbessern, drohe ein Verstoß gegen US-Gesetze zur militärischen Unterstützung, hieß es aus Washington. Das könnte auch die amerikanische Militärhilfe für Israel gefährden. 

Die humanitäre Lage im Gazastreifen in der Region ist desaströs. Nach palästinensischen Angaben kamen bislang über 42.000 Menschen ums Leben, der Großteil der Bevölkerung ist auf der Flucht. Die Infrastruktur ist weitgehend zerstört. Der Präsident der Weltbank, Banga, schätzt die Kriegsschäden durch die israelischen Angriffe auf bis zu 20 Milliarden Dollar. 

Auch an der israelisch-libanesischen Grenze verschärft sich die Lage. Die Terrororganisation Hisbollah greift Israels Norden an. Israel greift wiederum Ziele im Libanon an, um die Hisbollah zu zerstören. 

Auslöser der katastrophalen Lage war der Angriff der Terrororganisation Hamas und ihrer Verbündeten wie der Hisbollah am 7. Oktober 2023 auf den Süden Israels. Angehörige der Terrormilizen und andere Bewaffnete töteten mehr als 1.200 Menschen und verschleppten weitere etwa 250 als Geiseln in den Gazastreifen. 

#israel #gaza #libanon #nachrichten #tagesschau",1299,36179,"tagesschau","2024-10-16T09:00:21.000Z","Sidecar","https://www.instagram.com/p/DBLeDaBtAWT/",NA,NA,"",NA,"","","israel,gaza,libanon,nachrichten,tagesschau"
"Ein riesiges Mosaik aus 208 Gigapixeln zeigt Millionen von Sternen und Galaxien: Die Europäische Weltraumorganisation ESA hat im Rahmen ihrer „Euclid“-Mission ein erstes Stück ihrer Karte des Universums veröffentlicht. 

Nach Angaben der ESA-Mission enthält dieser erste Teil der Karte bereits etwa 14 Millionen Galaxien. Außerdem seien mehrere zehn Millionen Sterne in unserer Milchstraße zu sehen.

Das Teleskop beobachtete zwischen dem 25. März und dem 8. April 2024 Formen, Entfernungen und Bewegungen von Milliarden Galaxien in bis zu zehn Milliarden Lichtjahren Entfernung. Dadurch ist laut ESA die größte kosmische 3D-Karte erstellt worden, die je angefertigt wurde.

„Dieses atemberaubende Bild ist der erste Teil einer Karte, die in sechs Jahren mehr als ein Drittel des Himmels abdecken wird“, sagte Valeria Pettorino, „Euclid“-Projektwissenschaftlerin bei der ESA. Sie sei „voller verschiedener Quellen, die Wissenschaftlerinnen und Wissenschaftlern helfen werden, neue Wege zur Beschreibung des Universums zu finden“.

Die schwachen Wolken – die in hellem blau vor dem schwarzen Hintergrund zu sehen sind – sind laut der Mission eine Besonderheit. Dabei handele es sich um eine Mischung aus Gas und Staub, die auch als „galaktischer Cirrus“ bezeichnet werde, weil sie Cirrus-Wolken, den Federwolken, ähnelten. Auf der Erde sind das Wolken, die aus feinen Eiskristallen bestehen.

Seit dem Beginn der Mission im Februar 2023 sind eigenen Angaben zufolge zwölf Prozent der Untersuchungen abgeschlossen. Die Datenmenge sei enorm – und so groß wie noch nie bei einer astronomischen Weltraummission: Täglich würden etwa 100 Gigabyte an Bildern und Spektren zur Erde gesendet.

#euclid #sterne #universum #esa #tagesschau",981,180209,"tagesschau","2024-10-15T16:15:08.000Z","Sidecar","https://www.instagram.com/p/DBJrBCShM5L/",NA,NA,"",NA,"","","euclid,sterne,universum,esa,tagesschau"
"Findest du dich in den Ergebnissen der Shell Jugendstudie wieder? #tagesschau #nachrichten#jugend #jugendstudie",1860,21382,"tagesschau","2024-10-15T20:34:03.000Z","Video","https://www.instagram.com/p/DBKIiUOIb2V/",47.2,1355440,"https://instagram.fdel74-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQMZDA7fPemKIXwRsAnDf6ZrOjzaU1IxsU2lgdfnAO4FlZpoB8JOrDfwu_TigCO9XQf1q1IZbbYeW4eAOcgqHbh7uFeEi7MLyx6eECk.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=107&vs=557769056751327_2871351743&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNTRBMzE1QjA5REY5NTBDRDhGNTZDQTQ0NTU3OUI4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dCRkJvUnZWTWhveUU3b0JBUEsyY0lxTTZjeHJicV9FQUFBRhUCAsgBACgAGAAbABUAACb%2BsYPF49zbPxUCKAJDMywXQEeZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=693a27de11&ccb=9-4&oh=00_AYAzZdWz1tfFbzKa6kPBjQ6IwT5ChRED9ik9IyqGQxN5pA&oe=67731BD6&_nc_sid=10d13b",336839,"","","tagesschau,nachrichten,jugend,jugendstudie"
"+++ Update: 16.10.2024, 12:45 Uhr +++ 

Die Maus ist am Dienstag aus Köln verschwunden – und einen Tag später in Mainz wieder aufgetaucht. Rund 150 km reiste der WDR-Kinderstar innerhalb eines Tages. Hinter ihrem Standortwechsel steckt eine politische Aktion. Die Kampagnenorganisation Campact zeigte sich für den Abtransport der Maus-Statue verantwortlich. 

„Die Maus wird im Rahmen ihres Ausfluges in mehreren deutschen Städten Halt machen, um ein Zeichen gegen die drastischen Kürzungen im Informations- und Bildungsangebot des öffentlich-rechtlichen Rundfunks (ÖRR) zu setzen“, sagte die Geschäftsführerin der Organisation, Astrid Deilmann. Mainz sei der erste Stopp. Ende der Woche soll die Maus wieder in ihre Heimat beim WDR zurückkehren. 

Hintergrund der Aktion sind die Debatten über die zukünftige Ausgestaltung des öffentlich-rechtlichen Rundfunks. Ende Oktober wollen die Ministerpräsident:innen bei einer Konferenz in Leipzig über eine Rundfunkreform sprechen und dabei auch Finanzierungsfragen thematisieren. Die Bundesländer sind sich unter anderem uneins bei der Frage, ob der Rundfunkbeitrag zum 1. Januar 2025 steigen soll. Es gibt Signale, dass bei den kleineren Sendern die Ressourcen in weniger Angeboten gebündelt werden könnten. 

#diemaus #wdr #nachrichten #tagesschau",1164,178312,"tagesschau","2024-10-16T05:56:13.000Z","Sidecar","https://www.instagram.com/p/DBLI-xeII3w/",NA,NA,"",NA,"","","diemaus,wdr,nachrichten,tagesschau"
"Die UN-Blauhelmtruppe im Libanon wurde mehrfach angegriffen. Die Bundeswehr geht deshalb von einer größeren Gefahr für ihre etwa 40 an der Friedensmission UNIFIL beteiligten Soldat:innen aus. Aktuell seien aber alle wohlauf, erklärte ein Sprecher. Bundesaußenministerin Baerbock sagte, es müsse klar sein, „dass diese UNIFIL-Mission nicht beschossen werden darf, sondern ganz im Gegenteil geschützt werden muss“.

In den vergangenen Tagen wurde die Truppe allerdings mehrmals beschossen. Teils soll es das israelische Militär gewesen sein, teils war von einer unklaren Lage in den Kämpfen zwischen der israelischen Armee und der islamistischen Terrormiliz Hisbollah die Rede.

„Wir rufen alle Parteien dazu auf, die Sicherheit des Personals und der Einrichtungen von UNIFIL zu respektieren“, erklärte die Schweizer UN-Botschafterin Pascale Baeriswyl als amtierende Präsidentin des UN-Sicherheitsrats im Namen aller 15 Mitglieder.

Schon seit 1978 sind UNIFIL-Blauhelmsoldat:innen im Libanon stationiert, um sich für einen Frieden zwischen dem Libanon und Israel einzusetzen. Es ist damit einer der ältesten friedenserhaltenden UN-Einsätze – er wurde mehrfach verlängert und an veränderte Bedingungen angepasst. Die Truppe besteht derzeit aus mehr als 10.000 Soldat:innen. Sie ist bewaffnet, darf ihre Waffen aber im Wesentlichen nur zur Selbstverteidigung einsetzen.
 
Zum deutschen UNIFIL-Auftrag gehört vor allem, die Seegrenzen des Libanons zu überwachen und die libanesische Marine auszubilden.

#UN #Blauhelme #UNIFIL #Libanon #Israel #tagesschau",602,42826,"tagesschau","2024-10-15T17:15:08.000Z","Sidecar","https://www.instagram.com/p/DBJx4fuvUZz/",NA,NA,"",NA,"","","UN,Blauhelme,UNIFIL,Libanon,Israel,tagesschau"
"Die israelische Armee setzt ihre Angriffe im Gazastreifen fort – aus mehreren Orten wurden Tote und Verletzte gemeldet. Im Norden des Gazastreifens starben bei einem Angriff im Flüchtlingslager Dschabalia mindestens zehn Menschen, wie die Nachrichtenagenturen Reuters und dpa unter Berufung auf Augenzeugen und palästinensische Angaben berichteten. Mehr als 30 Menschen wurden demnach verletzt. Sie hätten bei einer Verteilstelle für Lebensmittel des UN-Palästinenserhilfswerks UNRWA Schlange gestanden, als Granaten eingeschlagen seien, hieß es. Unter den Opfern seien auch Kinder. Die israelische Armee teilte auf Anfrage mit, sie prüfe den Vorfall. Die Angaben beider Seiten ließen sich zunächst nicht unabhängig überprüfen. 

Bei Angriffen auf eine Schule und ein Krankenhaus im Zentrum des Gazastreifens starben nach palästinensischen Angaben insgesamt mindestens 25 Menschen. Israels Armee teilte mit, es sei eine Kommandozentrale der Hamas angegriffen worden. Die Nachrichtenagentur AP berichtet, der Luftangriff auf den Innenhof des Krankenhauses habe zudem ein Feuer in einem Zeltlager für Geflüchtete entfacht, bei dem mehr als zwei Dutzend Menschen schwere Verbrennungen erlitten. Aufnahmen der Nachrichtenagentur zeigten Kinder unter den Verwundeten. Mindestens 25 Menschen wurden dem Bericht zufolge mit Brandwunden in das Nasser-Krankenhaus im südlichen Gazastreifen gebracht. 

Angaben zu Kriegsverlauf, Beschuss und Opfern durch Konfliktparteien können in der aktuellen Lage zum Teil nicht unmittelbar von unabhängiger Stelle überprüft werden. 

Hinweis: Wir haben das Posting aufgrund eines Tippfehlers gelöscht und neu hochgeladen.

#nahost #gazastreifen #israel #tagesschau #news",3409,35832,"tagesschau","2024-10-15T19:14:28.000Z","Sidecar","https://www.instagram.com/p/DBJ_ii1xye2/",NA,NA,"",NA,"","","nahost,gazastreifen,israel,tagesschau,news"
"An einem beliebten Strand in einem Vorort Sydneys sind Hunderte geheimnisvolle, teerartige Kugeln angeschwemmt worden und haben zur Sperrung des Strandes geführt. „Coogee Beach ist bis auf Weiteres geschlossen“, erklärte der örtliche Bürgermeister Dylan Parker. Die „mysteriösen, schwarzen, kugelförmigen Trümmer“ seien zunächst am Dienstagnachmittag aufgetaucht und hinterließen die Behörden ratlos, um was es sich handeln könnte und woher die Kugeln kamen. 

An dem beliebten Strand waren Hunderte kleine Bälle zu sehen. Statt Besucher:innen wanderten nur einige Möwen umher, pickten und begutachteten den Strand. „Zum jetzigen Zeitpunkt ist nicht bekannt, um welches Material es sich handelt, aber es könnte sich um Teerkugeln handeln, die sich bilden, wenn Öl mit Schmutz und Wasser in Berührung kommt, typischerweise als Folge von Ölverschmutzungen oder Einsickerungen“, gab Parker an. 

Trotz einer nächtlichen Reinigungsaktion blieb der Strand am Mittwoch abgesperrt. Andere Strände in der Nähe waren unter Beobachtung, blieben aber geöffnet. „Strandbesucher werden gebeten, den Coogee Beach bis auf weiteres zu meiden und das Material nicht zu berühren, solange die Aufräumarbeiten und Untersuchungen andauern“, erklärte Parker. 

#australien #strand #kügeln #teer #tagesschau #nachrichten",196,64742,"tagesschau","2024-10-16T11:00:21.000Z","Sidecar","https://www.instagram.com/p/DBLrya_CSJL/",NA,NA,"",NA,"","","australien,strand,kügeln,teer,tagesschau,nachrichten"
"Die ukrainischen Behörden haben die Evakuierung der Stadt Kupjansk und drei weiterer Ortschaften im Osten der Ukraine angeordnet | Bundeskanzler Scholz hat Kritik wegen des Streits über das Sicherheitspaket geerntet | Tuchel wird laut Medienberichten der neue Trainer der englischen Nationalmannschaft 

Weitere Infos zu unseren News am Morgen findet ihr auf tagesschau.de. 

Kommt gut in den Tag! 

#ukraine #sicherheitspaket #tuchel #nachrichten #tagesschau",407,23596,"tagesschau","2024-10-16T05:10:38.000Z","Sidecar","https://www.instagram.com/p/DBLDw-GoGMx/",NA,NA,"",NA,"","","ukraine,sicherheitspaket,tuchel,nachrichten,tagesschau"
"Polen will das Recht auf Asyl vorübergehend aussetzen – das hatte Ministerpräsident Tusk am Wochenende angekündigt. Am Dienstag hat das Kabinett über Details zu den Plänen beraten. 

Polen und die EU werfen Russlands Präsidenten Wladimir Putin und dem belarussischen Machthaber Alexander Lukaschenko vor, Migrant:innen aus Krisenregionen in organisierter Form an die polnische Ostgrenze zu bringen. Diese ist zugleich eine Außengrenze der EU. Die EU-Staaten und das Europaparlament hatten sich im vergangenen Dezember nach langem Ringen auf eine Reform des gemeinsamen europäischen Asylsystems (GEAS) geeinigt. Die Reform sieht eine deutliche Verschärfung der Regeln für Asylverfahren vor. 

 Die EU-Kommission ist nach eigenen Angaben in Gesprächen mit Warschau. Brüssel sei im Kontakt mit den polnischen Behörden, sagte eine Kommissionssprecherin am Montag in Brüssel.  Sie betonte jedoch, als EU-Mitglied habe Polen die Verpflichtung, den Zugang zum Asylverfahren sicherzustellen. 

#polen #asylrecht #tagesschau #nachrichten",1255,37727,"tagesschau","2024-10-15T19:53:26.000Z","Sidecar","https://www.instagram.com/p/DBKD_6gKfIn/",NA,NA,"",NA,"","","polen,asylrecht,tagesschau,nachrichten"
"Erster großer Auftritt für die Panda-Zwillinge im Berliner Zoo: Die wenigen Wochen alten Schwestern sollen wieder deutsche Spitznamen bekommen. Neben den offiziellen chinesischen Namen sollen die Pandas „nette, knackige Namen mit Berliner Bezug“ erhalten, so Zoodirektor Andreas Knieriem. Wichtig sei, dass die Namen im Deutschen gut aufzusprechen seien. Die Taufe findet seinen Angaben zufolge aber erst statt, wenn die Tiere 100 Tage alt sind. 

Die Pandas gehören wie Mutter Meng Meng China. Die Volksrepublik verfolgt schon lange eine Panda-Diplomatie. Dabei werden die Tiere für einige Jahre an Staaten ausgeliehen, um diese Peking gegenüber wohlgesonnen zu stimmen. Deshalb wird sie als Versuch gesehen, international Einfluss zu nehmen. 1972 wurden nach dem historischen China-Besuch des damaligen US-Präsidenten Richard Nixon die ersten Pandabären in die Vereinigten Staaten gebracht. 

An den USA lässt sich die „Panda-Diplomatie“ auch heute gut erkennen: Derzeit leben nur noch wenige der beliebten schwarz-weißen Bären in den USA: Fast alle Pandas wurden in den vergangenen Jahren vertragsgemäß an China zurückgegeben. Die Beziehungen zwischen den USA und China sind seit einigen Jahren angespannt. Bei einem Treffen der beiden Staatschefs Xi Jinping und Joe Biden im November in Kalifornien hatte der chinesische Präsident allerdings in Aussicht gestellt, weitere Pandas als „Gesandte der Freundschaft zwischen dem chinesischen und dem amerikanischen Volk“ in die USA zu schicken. 

#panda #zooberlin #china #nachrichten #tagesschau",656,128629,"tagesschau","2024-10-15T13:12:44.000Z","Sidecar","https://www.instagram.com/p/DBJWJCAKpev/",NA,NA,"",NA,"","","panda,zooberlin,china,nachrichten,tagesschau"
"Tonnen von Müll verstopfen den Fluss Neretva in Bosnien und Herzegowina, nachdem vergangene Woche der Süden des Landes von Sturzfluten und Erdrutschen heimgesucht wurde. Straßen und Hügel stürzten ein, Dörfer wurden mit Schlamm bedeckt und ganze Gebiete von der Außenwelt abschnitten. Dabei starben mindestens 18 Personen.

#unwetter #sturzfluten #müll #nachtichten #tagesschau",189,22594,"tagesschau","2024-10-14T17:32:55.000Z","Video","https://www.instagram.com/p/DBHOxpkIqHF/",27.9,1753095,"https://scontent-man2-1.cdninstagram.com/o1/v/t16/f2/m69/AQMJLv9J-cIUF3yzyQBrT7sE1OkZQ9W36kZdMCBCgao7rFl1U6SSRYbT4q34gFlewCTpMNuosSJF1giZC-JAMhsJ.mp4?stp=dst-mp4&efg=eyJ2aWRlb19pZCI6IjM5ODA4NDc2MDA0MTIzMCIsInFlX2dyb3VwcyI6IltcImlnX3Byb2dyZXNzaXZlX3VybGdlbi5wcm9kdWN0X3R5cGUuY2xpcHNcIl0iLCJ2ZW5jb2RlX3RhZyI6ImlnX3Byb2dyZXNzaXZlX3VybGdlbi5jbGlwcy5jMi5wcm9ncmVzc2l2ZV9oMjY0LWJhc2ljLWdlbjJfNzIwcCJ9&_nc_cat=101&ccb=9-4&oh=00_AYAaXX1BBeo8mE8C-aNcVel90qdLUTqoNx49uPGRNYobmw&oe=67732B4C&_nc_sid=10d13b",606610,"weltspiegel","","unwetter,sturzfluten,müll,nachtichten,tagesschau"
"Viele Kneipen, billiges Bier – Tschechiens Hauptstadt Prag ist ein beliebtes Ziel für Partytourismus. Doch damit soll bald Schluss ein. Die Stadtverwaltung will vermehrt auf Kultur setzen, die nicht auf Hefe basiert.

Deshalb will die Stadt organisierte Kneipentouren verbieten. Eine entsprechende Verordnung sei von den Prager Behörden verabschiedet worden und soll am Monatsende in Kraft treten. Künftig werde es „nicht möglich sein, zwischen 22 und 6 Uhr geführte Kneipentouren zu veranstalten“, sagte Prags Vize-Bürgermeister Zdenek Hrib.

Prag zählt zu den meistbesuchten Städten Europas. 2023 reisten knapp 7,5 Millionen Tourist:innen in die Metropole an der Moldau. Die 1,3-Millionen-Einwohner-Stadt zählt ebenso wie die südpolnische Stadt Krakau seit Jahren zu einem der beliebtesten Reiseziele für Junggesellenabschiede. Einige Einwohner:innen haben wegen der unverhältnismäßig hohen Anzahl betrunkener Tourist:innen Klage gegen die Stadtverwaltung eingereicht.

Beim Bierkonsum ist Tschechien mit 128 Litern Bier pro Kopf weltweit Spitzenreiter. Zu den bekanntesten Marken zählen Pilsner Urquell, Budweiser und Staropramen;  daneben gibt es mehrere Klosterbrauereien.

Der Chef des tschechischen Hotel- und Gaststättenverbands, Vaclav Starek, begrüßte die Entscheidung der städtischen Behörden. Dem Bierverkauf tut das Verbot aus seiner Sicht keinen Abbruch. Schließlich werde es „niemandem verboten, in eine Kneipe zu gehen“, sagte er der Nachrichtenagentur AFP. Die organisierten nächtlichen Kneipentouren hingegen „braucht niemand“.

#prag #pubcrawl #kneipe #alkohol #nachrichten #tagesschau",665,150404,"tagesschau","2024-10-15T07:30:17.000Z","Sidecar","https://www.instagram.com/p/DBIu86DpiF3/",NA,NA,"",NA,"","","prag,pubcrawl,kneipe,alkohol,nachrichten,tagesschau"
"19,5 Millionen Arbeitnehmer:innen der sogenannten Babyboomer-Jahrgänge werden dem deutschen Arbeitsmarkt einer Analyse zufolge in den kommenden zwölf Jahren verloren gehen. Gleichzeitig kommen nur 12,5 Millionen jüngere Beschäftigte bis 2036 nach, wie eine Auswertung des arbeitgebernahen Instituts der deutschen Wirtschaft (IW) zeigt. 
 
Das IW betrachtete für seine Untersuchung die Geburtenjahrgänge von 1954 bis 1969 und stützt sich dabei auf den Bevölkerungszensus von 2022, auf Daten des Statistischen Bundesamts und eigene Berechnungen. Demnach erreichten Ende 2022 etwa drei Millionen Babyboomer das Renteneintrittsalter. Bis 2036 sollen 16,5 Millionen weitere hinzukommen. 

Weil jedoch lediglich 12,5 Millionen erwerbsfähige Menschen auf dem Arbeitsmarkt nachkommen, habe die Entwicklung „empfindliche Folgen“: Kamen im Jahr 2022 auf 100 Menschen im erwerbsfähigen Alter knapp 30 über 67 Jahren, werden es den IW-Berechnungen zufolge im Jahr 2040 etwa 41 sein. 

Trotz des erwarteten Bevölkerungszuwachses bis 2040 um etwa 2,3 Prozent auf 85 Millionen Menschen bleibe die Alterung der Gesellschaft in Deutschland somit die zentrale sozialpolitische Herausforderung, mahnte das Institut. „Die anstehende Welle der in Rente gehenden Babyboomer wird zu Verwerfungen auf dem Arbeitsmarkt führen“, erklärte IW-Forscher Holger Schäfer. Die Folgen seien nur schwer beherrschbar. 

#boomer #arbeitsmarkt #rente #demografischerwandel #tagesschau #nachrichten",2866,101956,"tagesschau","2024-10-14T16:00:19.000Z","Sidecar","https://www.instagram.com/p/DBHEhqHq-Fx/",NA,NA,"",NA,"","","boomer,arbeitsmarkt,rente,demografischerwandel,tagesschau,nachrichten"
"Guten Morgen! ☕

Nach dem wiederholten Beschuss von Stellungen der UN-Friedenstruppen im Libanon hat sich der Weltsicherheitsrat besorgt über die Sicherheit der dort stationierten Blauhelmsoldat:innen gezeigt | Die EU-Kommission will einen neuen Gesetzentwurf zur Rückführung illegal eingereister Migrant:innen vorlegen | Der Deutsche Buchpreis geht in diesem Jahr an Martina Hefter für ihren Roman „Hey guten Morgen, wie geht es dir?“

Mehr Informationen bekommt ihr auf tagesschau.de
Kommt gut in den Tag!
 
#un #sicherheitsrat #libanon #migration #eu #buchpreis #tagesschau #nachrichten",901,14184,"tagesschau","2024-10-15T05:32:16.000Z","Sidecar","https://www.instagram.com/p/DBIhcezIDCQ/",NA,NA,"",NA,"","","un,sicherheitsrat,libanon,migration,eu,buchpreis,tagesschau,nachrichten"
"Nordkorea hat nach südkoreanischen Militärangaben Teile der innerkoreanischen Straßenverbindungen gesprengt. Wie der Generalstab in Seoul bekannt gab, seien auf der nördlichen Seite der Demarkationslinie – also der vereinbarten Grenze – Teile von zwei ungenutzten Straßen zerstört worden. Das südkoreanische Militär habe daraufhin Warnschüsse abgegeben.

Auf einem vom südkoreanischen Militär zur Verfügung gestellten Video ist zu sehen, wie eine Rauchwolke an einer Straße in der Nähe der Grenzstadt Kaesong aufsteigt. Es zeigt auch nordkoreanische Lastwagen und Bagger, die die Trümmer beseitigen.
Erst am Wochenende beschuldigte Nordkorea den Süden, mehrfach Drohnen mit anti-nordkoreanischen Flugblättern nach Pjöngjang entsandt zu haben. Laut Nordkoreas Staatsmedien wurden Beobachtungsposten zur Luftverteidigung verstärkt. Südkorea bestätigte das nicht. Als Reaktion auf die Sprengungen heute verstärke das Militär seine Bereitschaft, hieß es aus Seoul.

In einer Phase der Entspannung in den 2000er-Jahren hatten die beiden koreanischen Staaten zwei Straßenverbindungen sowie zwei Bahnverbindungen über die stark bewachte Grenze vorübergehend wieder geöffnet. Im Konflikt über das nordkoreanische Nuklearprogramm und andere Themen wurde der Betrieb der Strecken später schrittweise wieder ausgesetzt.

Die beiden Koreas befinden sich technisch gesehen immer noch im Krieg, da der Konflikt von 1950 bis 1953 mit einem Waffenstillstand und nicht mit einem Friedensvertrag endete. 

#nordkorea #südkorea #nachrichten #tagesschau",657,101044,"tagesschau","2024-10-15T10:00:28.000Z","Sidecar","https://www.instagram.com/p/DBJAI5ytbMF/",NA,NA,"",NA,"","","nordkorea,südkorea,nachrichten,tagesschau"
"Wegen der vielen Baustellen im Netz der Deutschen Bahn müssen immer mehr Menschen den Schienenersatzverkehr per Bus nutzen. Das Schienennetz ist stark überaltert und an vielen Stellen marode. In den kommenden Jahren sollen laut der Deutschen Bahn deshalb wichtige Strecken grundlegend ausgebessert und modernisiert werden. 

Den Anfang macht der Abschnitt zwischen Frankfurt und Mannheim, an dem die Arbeiten seit Mitte Juli laufen. Mitte Dezember soll die sogenannte Riedbahn dann wieder in Betrieb genommen werden. Nach der Riedbahn-Sanierung steht zwischen August 2025 und April 2026 die Generalsanierung zwischen Hamburg und Berlin an. 

Geplant und organisiert wird der Ersatzverkehr in einer Leitstelle in Berlin – auch beispielsweise bei Zugausfällen wegen Sturmschäden oder Streiks der Bahngewerkschaften. 

#tagesschau #nachrichten #deutschebahn #ersatzverkehr",220,44428,"tagesschau","2024-10-14T19:30:12.000Z","Sidecar","https://www.instagram.com/p/DBHci1aqkc4/",NA,NA,"",NA,"","","tagesschau,nachrichten,deutschebahn,ersatzverkehr"
